asin,average_rating,brand,description,details,features,fit,image_urls,name,price,review_header_1,review_text_1,review_header_2,review_text_2,review_header_3,review_text_3,review_header_4,review_text_4,review_header_5,review_text_5,total_ratings,total_reviews,url
B07P9FW3Z9,,,,{},,,,,,,,,,,,,,,,,,https://www.amazon.com/dp/B07P9FW3Z9
B07HQVKSBJ,4.5,Jessica Simpson,"SIZING: Available in size Small (US 6-7), Medium (US 7-8), Large (US 8-9), Extra Large (US 9-10). Slipper is narrow in width, if you have wide feet we recommend buying a size up MEMORY FOAM: thick memory foam cushion add support and comfort for all day wear. ANTI SLIP SOLE: The textured bottom grips to the floor preventing you from sliding or slipping STYLE: warm and fluffy clog style slippers for girls and women. CARE: Hand wash with cold water. Air dry and dry flat","{'Product Dimensions': '11.42 x 9.45 x 11.42 inches; 11.36 Ounces', 'Item model number': '73JM670146', 'Department': 'Womens', 'Date First Available': '2018-07-06', 'Manufacturer': 'Jessica Simpson', 'ASIN': 'B07HQVKSBJ', 'Country of Origin': 'China'}","100% Synthetic,Synthetic sole,SIMPLE SIZING: Available in size Small (US 6-7), Medium (US 7-8), Large (US 8-9), and X-Large (US 9-10). Slippers run small- we recommend selecting a size up,MEMORY FOAM: Thick memory foam cushion add support and comfort for all day wear,ANTI-SLIP SOLE: The textured bottom grips to the floor preventing you from sliding or slipping,STYLE: Warm and fluffy scuff style slippers that will make you feel like you are stepping on clouds,MACHINE WASHABLE: Do your slippers get dirty quickly? No problem. Simply throw your slippers in the washer to clean, and they will look as good as new",,"https://m.media-amazon.com/images/I/31715YrL1lL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41djlR2WROS._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51pMKxxlZOL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51fzJ9z2QdL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41vh8xeOVAL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51+VfSB2buL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41Rt0mozJ5L._AC_UL1500_.jpg","Jessica Simpson Women's Comfy Faux Fur House Slipper Scuff Memory Foam Slip on Anti-Skid Sole, Black, X-Large",$27.50,Very Comfy & Cute Slippers!,"It came time for me to replace my slippers, so I was looking for a pair that was stylish and comfortable. My previous pair was Jessica Simpson, so I was happy to find another great pair from her line! I love the ""fur"" lining on the top, very cozy looking. They are warm and soft in the toes. The sole of the slipper also has fur, but it has already flattened out (I work from home so I'm wearing these for a good part of the day). It would be nice to have more padding on the sole. Probably not the best choice for someone who needs arch support or has flat feet. BUT for me, these work very well and are very comfortable, especially when I wear socks with them! They work for what I use them for - around the house and keeping my feet warm.",I got the black ones; size 9-10 and the purple size 8-9,"I love my house shoes (I only wear them in the house) they did loosen up after about 3wks but they still look good. I really like the faux fur it's soft, I will be repurchasing them.UPDATE: My right foot slipper came apart at the bottom. The padding came out after 6 months which isn't bad to me. The left foot slipper is still in good shape, but I just bought the purple ones in a large because they will loosen up alot. The XL was flying off my feet sometimes lol.",So frickin comfy!!,Seriously I have bought 3 pairs of these and will continue to buy them when my current pair is worn out. The first week or so is the best because they are so fluffy and warm. After a while they get more flat and less comfy but that's expected and it's always worth getting a new pair! My favorite slippers I have ever owned!,Amazed,These are super soft and cozy. I’m glad I got them. I was a little worried about sizing since I wear a 10.5 shoe. I was worried the shoe size for the extra large was suggested up to 9.5 and want sure they’d fit but they fit with extra space. I’d say up to size 11 feet would be fine with these.,Cute and Comfy!,"Supper cute and comfortable, extremely soft inside..my wide feet fit them great,I order an XL and wear size 9 (womens US)..I feel like they wouldn't be a good fit for anyone with bigger feet though,heels might end up hanging off the back lol 😅 which is kinda sad because all size feet should be aloud to enjoy these lol 😄❤️ I added a picture of the back to show how much room is left with size 9 feet",1539,140,https://www.amazon.com/dp/B07HQVKSBJ
B001OW7JW0,4.6,,"Color:Black/Black Designed to fit your seat. And your back. And your work style. With natural ventilation, the Bungies turn long hours of work into the comfort zone. No napping!","{'Item Weight': '26.4 pounds', 'Product Dimensions': '27 x 23 x 43 inches', 'Country of Origin': 'Taiwan', 'Item model number': '02551', 'Is Discontinued By Manufacturer': 'No', 'Assembled Height': '43 inches', 'Assembled Width': '23 inches', 'Assembled Depth': '27 inches', 'Weight': '30 Pounds', 'ASIN': 'B001OW7JW0', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Date First Available': '2000-11-01'}","Round bungie cords seat and back with black nylon fittings,Tilt mechanism with 2 locking positions and adjustable height and 360 degree swivel,Powder coated steel frame, foam cover on top of frame, black polypropylene armrests and black nylon base with casters,Size: 43""H x 23""W x 27""D",,"https://m.media-amazon.com/images/I/41BOhW8BQmL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41mN7Z1PdHL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41BFr2Twv+L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41uaxuSTphL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/61jdJUiIe5L._SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg,https://m.media-amazon.com/images/I/615HYIfrSbL._SL400_.jpg,https://m.media-amazon.com/images/I/71O24GylvkL._SL400_.jpg,https://m.media-amazon.com/images/I/61aKhLS-KgL._SL400_.jpg,https://m.media-amazon.com/images/I/61PbwSIRcDL._SL400_.jpg,https://m.media-amazon.com/images/I/61J1rikdXAL._SL400_.jpg,https://m.media-amazon.com/images/I/71KNmd2x3VL._SL400_.jpg,https://m.media-amazon.com/images/I/A1yklKLujnL._SL400_.jpg,https://m.media-amazon.com/images/I/A1pQO39FQtL._SL400_.jpg,https://m.media-amazon.com/images/I/A1K-NYW-RyL._SL400_.jpg,https://m.media-amazon.com/images/I/A1-wfHJEq6L._SL400_.jpg,https://m.media-amazon.com/images/I/A1LmJulDxHL._SL400_.jpg,https://m.media-amazon.com/images/I/61HGsVwjzXS._SL400_.jpg,https://m.media-amazon.com/images/I/71a0Pt0gxkS._SL400_.jpg,https://m.media-amazon.com/images/I/71KiFfch-MS._SL400_.jpg,https://m.media-amazon.com/images/I/61OQxlclT1S._SL400_.jpg,https://m.media-amazon.com/images/I/612eGHdCjCS._SL400_.jpg,https://m.media-amazon.com/images/I/71VYbM9K95S._SL400_.jpg,https://m.media-amazon.com/images/I/A1YoltvmTzL._SL400_.jpg,https://m.media-amazon.com/images/I/91pYmqsHr+L._SL400_.jpg,https://m.media-amazon.com/images/I/91Hb6rcEYEL._SL400_.jpg,https://m.media-amazon.com/images/I/91BKku423OL._SL400_.jpg,https://m.media-amazon.com/images/I/61jlmzGfq5L._SL400_.jpg,https://m.media-amazon.com/images/I/71rcl1jinAL._SL400_.jpg,https://m.media-amazon.com/images/I/61gT2Lb2HkL._SL400_.jpg,https://m.media-amazon.com/images/I/81YbzqmsQ4L._SL400_.jpg,https://m.media-amazon.com/images/I/61QRWSoprvL._SL400_.jpg,https://m.media-amazon.com/images/I/81sYKrFlVWL._SL400_.jpg","Euro Style Bungie High Back Adjustable Office Chair with Arms and Foam Top Cover, Black Bungies with Graphite Black Frame",$222.73,most comfortable  office chair I’ve ever had,"Amazingly comfortable. I work in a school office and am at my desk about half the day. I’m also a big guy with back problems. This chair is perfect. It looks nice, too. I had a bungee chair before this, but after 10+ years it broke. This new bungee chair is even more comfortable than my old model. Definitely happy with this purchase and will recommend.",Solid Chair for the Price,"Incredibly simple to put together, and more comfortable than I was expecting. The bungees are very firm and only have enough give to envelope you. They are not saggy at all. The tilt feature is nice and it leans pretty far, only difficulty is actually getting the chair to lean. You really have to commit to putting your weight backwards. So you can’t really comfortably lean while still keeping your hands at the desk.As far as the sturdiness of the chair is concerned, I just purchased but all components seem well crafted and seem as though they will pass the test of time. I’ll update if anything changes.I think I still prefer my steelcase chair at the office over this, but all in all, very nice chair and happy with the purchase.",Amazing!!!,I am 5FT 5 and weigh 125lbs. The chair is super spacious. My significant other weighs about 170lbs and is 5ft 11 and fits him comfortably. He has the same chair and it’s still going strong after 5 years. The bungee is solid and self adjusts comfortably my spine. This chair is great for more than 5 hours + of sitting and gaming. Assembly is easy. The main washers come built into the chair and you have to bring it down. I prefer this chair over a Herman Miller Aeron which I’ve used for 2 years +at my office.,Better than HM Aeron,"I have a bad back and need to sit in a desk chair a lot for work, which can be uncomfortable. My last desk chair was a Herman Miller Aeron.This chair is immeasurably more comfortable than the Aeron. The HMA seat is made of a taught woven nylon that, though it is just stretched fabric, felt too hard for me. I could not sit in that chair for hours on end, and even found myself swapping it for another chair from a coworker, and that was a $39 special from Staples.On this Italmodern chair, the bungees work beautifully. The bungees are spaced so that you don't feel them individually, unless it occurs to you (as it did to me, with a sense of relief) how they give when you move and in the back of your mind you expect some discomfort you're used to - and it's not there.The chair's build quality is excellent. Assembly was straightforward and easy. You undo four screws and put the bottom support on the seat bottom. Insert the center post to the caster bottom, then the seat onto that, all without tools. Everything fits precisely. You slide the back into place, attach the two armrests with two screws apiece (allen keys included), two safety screws to hold the back on, and you're done. No wrangling with difficult assembly.Controls all work correctly. Rubber on armrests feels good beneath bony elbows.The only thing that peeves me about this purchase is that the black was so much more expensive than any of the other colors, but that's the way of the world, and as mercenary as that may be, it's not a reflection on an excellent product.",Comfy Office Chair with Style,"Purchased two of these chairs for the home office. Upon first glance, this ""Bungie High Back"" seems very similar to the ",113,48,https://www.amazon.com/dp/B001OW7JW0
B000NQ10FK,4.9,Band-Aid,"Neosporin + Pain relief dual action Ointment provides 24-hour infection protection and helps soothe painful minor cuts, scrapes, and burns. Formulated for first aid wound care, The antibiotic Ointment contains Bacitracin zinc, neomycin sulfate and polymyxin B sulfate to help fight infection for 24 hours. The first aid Ointment is also formulated with pramoxine hydrochloride to help soothe and reduce pain from minor wounds for maximum-strength relief. From the #1 doctor-recommended brand, This antibiotic and pain relief Ointment provides soothing infection protection without any sting. To treat minor wounds, simply apply a small amount of the topical skin Ointment on the affected area one to three times daily and cover with a Band-Aid Brand Adhesive bandage.","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.8 x 5.05 x 1.05 inches; 1 Ounces', 'Item model number': '30081074687', 'Date First Available': '2007-02-24', 'Manufacturer': 'Johnson & Johnson', 'ASIN': 'B000NQ10FK', 'Country of Origin': 'USA', 'Domestic Shipping:': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.'}","1-Ounce tube of Neosporin + pain relief dual action antibiotic Ointment for first aid wound care from the #1 doctor recommended brand,Topical antibiotic Ointment provides 24-hour infection protection of minor wounds and helps to soothe and reduce pain with a maximum-strength, No-Sting formula,Contains Bacitracin zinc, neomycin sulfate and polymyxin B sulfate antibiotics to help prevent wound infection of minor cuts, scrapes and burns,The No-Sting formula of this Pain-Relief ointment also contains the topical analgesic pramoxine hydrochloride for maximum-strength external relief of painful cuts and wounds,To use, Apply a small amount of the first-aid antibiotic skin ointment to the affected area one to three times daily. Cover the treated wound with a Band-Aid Brand Adhesive bandage for proper protection.,24 hour infection protection,Maximum strength pain relief",,"https://m.media-amazon.com/images/I/41vr8UbPIQL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51KyJBTCgWL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41xMPxD2u-L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41t9GVJG9dL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51UxLlVyLdL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51+fHh4Yw2L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51REFGd6CRL._SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg","Neosporin + Maximum-Strength Pain Relief Dual Action Ointment, First Aid Topical Antibiotic & Analgesic Ointment for 24-Hour Infection Protection with Bacitracin Zinc & Pramoxine HCl, 1 oz",$7.62,Love In The Time Of Ointment,"I am a huge fan of ointments. I feel okay saying that here, but I know it's not something I should use to head off a profile on, say, Tinder or OKCupid. ""OINTMENTLOVER69."" Nope. Most people can't even stand the WORD ""ointment."" If I recall, ""moist"" and ""ointment"" were voted America's Least Favorite Words Of The Past 100 Years, or something like that.ANYway, I grew up surrounded by Vaseline, and A&D, and Desitin, and Hydrocortisone, and my very very favorite of all (you can feel it coming, I bet) Vicks Vap-O-Rub, like a beautiful teeny jar of winter night itself. Those products of my overprotected, well-moisturized youth felt reliable and timeless to me, and when I finally acquired a boyfriend, David, in my 20's, I discovered that he shared my love of classic unguents, and many a cold Minnesota night the two of us went to bed liberally slathered in mentholating, virus-killing, chap-preventing goo, eventually becoming glued to each other in our sleep, smelling like a nursing home.It was...everything I wanted.That relationship ended, though, long ago, after we'd moved first to Columbus, Ohio, and then to Seattle, and I don't know if I'll ever completely get over it. There's so much I miss about David, and there's things I find in the world as I go through my life that really only he would appreciate. Like, I wish we could talk about Neosporin Pain Relief Dual Action Ointment -- lying in bed on a lazy Saturday morning, or over pancakes at IHOP, and discuss whether it's ACTUALLY relieving pain as it kills germs, or whether there's a placebo/power-of-suggestion thing going on, because, seriously, how can it do that?!? It's not, like, numbing the way Lidocaine is...and it's not a Menthol/Camphor blend like Icy Hot and Tiger Balm...so what the heck special magical ingredient in this Neosporin can be taking away pain from a cut finger or blistered heel?!?!? And yet...it seems to actually happen! It really does!If I was still with David, I bet we'd set up some kind of spontaneous experiment, with one of us putting the Neosporin on a freshly bitten cuticle (me) and the other putting it on a patch of road rash suffered while mountain biking (him) and compare the pain relief and soothing power on different bodily regions and different amounts of nerve endings over time, because we really loved do-it-yourself science like that. Oh -- once -- after we'd both gotten really sunburned while hosting a rummage sale (I know! Sun in Seattle! We were not prepared!), we had a contest to see who could peel off the largest unbroken chunk of skin. And we were so impressed with our skin chunks that we collected them, and saved them in a jar, with the intention that we'd check on them at regular intervals, to see if they'd, like, decompose, or get dry and hardened, or...but then we forgot about the jar. And years later, after I'd moved back to Minneapolis, I found the jar in a box, and our skin was exactly as it had been, mixed together, like it was waiting for someone to rehydrate it, and....I've digressed.Regardless of the science results, I bet my boyfriend David and I would both feel that Neosporin Plus seems to really work -- it's greasier and less heavy than regular Neosporin, but if I put it on cuts and abrasions at night, they're a lot better in the morning. It has no odor, and feels kind of nice.I've added Neosporin Dual Action to my list of favorite ointments. If only I could apply it to my hurting heart.(Oh come on. You knew that's how this review was going to end. Didn't you? You did.)",Don't go cheap - get the name brand,"This is the best stuff. Once upon a time when I went through Ranger School in the Army, it was recommended that each ranger keep a tube to apply to the smallest cuts or scratches, to keep from getting infections during the training. I recall one guy who didn't and he regretted it. It's the best anti-bacterial. Don't go cheap - get the name brand and you will always know that you've prevented a situation that could easily fester and become worse.",Great stuff!,What can you say about neosporin that hasn’t already been said? This stuff is essential to have. I have a tube in all three of my first aid kits! Try not use use on small or very clean cuts as your bodies bugs will eventually build a tolerance and it will not be as effective as it needs to be.That said I use often when I have dirty cuts or scrapes or especially for topical infections. Can’t tell you how many times I have needed this while camping or hunting!Well worth having a few tubes around for when you need them.Always very happy with this product! 😃😃,Heals faster than ointment,"Best for pain relief and heals faster than the ointment. I had a terrible wound (nearly cut my finger off in a terrible accident with a knife 😬) and it seemed to be healing really slow, so I decided to try this and wow, after a few days it was significantly better! I'm a few months out from full recovery but trust me, I've tried everything and nothing worked but this. Neosporin certainly doesnt need my review, I'm just so thankful I can even type this review at all.",I have the terrible habit of picking at the cuticles and skin around ...,"If you are going to buy an antibiotic cream/ointment, buy this one. It has all three antibiotic ingredients, in the highest concentrations available on the market. AND, ointments have a higher amount of petrolatum in them than creams, and petrolatum helps skin heal very quickly. I have the terrible habit of picking at the cuticles and skin around my fingernails, doing a lot of damage. This has helped me stop because the skin grows back soft and less calloused, making me less prone to being aggravated with the thick skin and thus prone to fiddling with it.",14514,661,https://www.amazon.com/dp/B000NQ10FK
B07YGPFBM2,4.6,Case Club,,"{'Date First Available': '2019-10-12', 'Manufacturer': 'Case Club', 'ASIN': 'B07Z296CLK'}",",,Military Grade Polyethylene foam measuring 18 x 16 x 2.0 inches,Actual thickness may vary between 2 1/8"" - 2 1/4""",,"https://m.media-amazon.com/images/I/41dMJK-mFtL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41uI3QhL49L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51eypLMO87L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51ODJSZjwNL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51LcQGMLEXL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41MBmUSfVLL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/91KBy1J6Z+L._SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg",Case Club Customizable Polyethylene/Polyurethane/Convoluted Foam 18 x 16 Inches,$33.86,Used to adapt a full-size guitar case for use with a 2/3-size electric guitar,"I used the 18""x16""x1.5"" foam to adapt a Gator GTSA-GTRELEC electric guitar case to fit a Jackson Dinky Minion, a 2/3-size electric guitar. (Finding a hard case made specifically for smaller electric guitars is pretty much impossible.) The foam was trimmed to make a rectangular insert that fits snugly into the part of the case that holds the body of the guitar. The outline of the guitar body was traced onto paper, which was then used as a guide to carefully cut away the area in the foam rectangle into which the guitar body fits. The resulting insert works perfectly and looks good. The color of the dark grey foam matches that of the factory case lining.",Much better than pick-and-pluck foam,I bungled up the pick-and-pluck foam that came with my case and had to replace it. I was able to get two layers of this foam in my case with a small divider between them made of thin plywood sandwiched between foam rubber. I used a jigsaw to cut the foam and the end result wound up much better than I had anticipated.For reference my case is an Eylar SA00001-tan; pretty much a perfect knockoff of a Pelican case for half the price.,Hold its shape. Good and dense. Bobbin lace.,I bought this to make a bobbin lace pillow. The foam is dense enough to hold onto the pins AND it didn't cost me $50.,Great Product,The uses for this stuff are endless. We needed something to fill some vents in our wall beside the fireplace. This allows them to be removeable when we are burning a fire. This stuff worked perfectly. Easy to cut and stiff enough for repeated use. I don't know why we didn't do this a long time ago. Great stuff.,You'll need a sharp blade to keep a straight line when cutting.,"Exactly what I was looking for. Traced the firearm, cut it out and it holds perfectly. I used it for a concealable firearm floating shelf I built. When the shelf is open its parallel to the wall and the foam holds the forearm in place even in that position and is easily retrieved.",431,52,https://www.amazon.com/dp/B07YGPFBM2
B007JJDTFI,4.7,PrintWorks,"Size:1 Ream: 400 Sheets Printworks 100% Recycled Multipurpose Paper takes the common belief that what's good for the environment needs to be expensive & turns it on its ear. While most economical, recycled papers are made with 30% recycled fiber, PrintWorks Recycled Multipurpose Paper is 100% recycled, more than 3 times the recycled content but around the same price.About 40% of all paper collected for recycling in the US is sent on a journey of up to 7,000 miles to overseas markets, where it is remanufactured into paper products, many of which are sent right back to the US. This round trip, of up to 14,000 miles, creates a vast carbon footprint compared to PrintWorks 100% Recycled copy paper which is REMADE right here in the US!To reduce costs, PrintWorks 100% Recycled printer paper is made from raw materials sourced within 300 miles of the mill. When you buy PrintWorks 100% Recycled paper, you are helping to keep materials out of landfills and promoting a sustainable, environmentally conscious process.At the mill, a proprietary process takes everyday food & beverage containers along with other print materials & separates the poly layer (the shiny stuff that controls temperature and moisture) from the paper layer. The poly is collected & remade into common household goods like composite fencing & decking. The paper is put through a chlorine-free cleaning, de-inking & re-pulping process to form the basis of this recycled paper.The performance of PrintWorks 100. The multipurpose paper is perfect for everyday printing at home, school or in the office.For over 50 years, we have been the experts on coatings, paper finishes & the total printing process. Whether you are printing recipes, driving directions, school reports or presentations, Printworks has a grade of paper specifically engineered to meet your needs. All come with a 100..","{'Manufacturer': 'Paris Business Products', 'Brand': 'PrintWorks', 'Item Weight': '1 pounds', 'Product Dimensions': '11 x 8.5 x 1.63 inches', 'Item model number': '00018', 'Is Discontinued By Manufacturer': 'No', 'Color': 'White', 'Material Type': 'Paper', 'Total Recycled Content Percentage': '100.00', 'Post-Consumer Recycled Content Percentage': '100', 'Number of Items': '1', 'Size': '1 Ream: 400 Sheets', 'Sheet Size': '8.5-x-11-inch', 'Brightness Rating': '92', 'Paper Weight': '20', 'Paper Finish': 'Uncoated', 'Manufacturer Part Number': '00018', 'ASIN': 'B007JJDTFI', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.', 'Date First Available': '2012-03-16'}",",,100 percent post-consumer recycled printer paper for everyday use at an affordable price,Made in the USA from recycled food and beverage containers and other paper-based printed materials,400 Sheets, 8.5"" x 11"", 20 lb., 92 bright white for better contrast and color reproduction, poly wrapped for package durability,Perfect for printing reports, presentations, manuals, school projects and more",,"https://m.media-amazon.com/images/I/41wWWkdlS8L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41An43BlAZL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51SyqPZW+yL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51O6+c3enBL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51dDSHNYfjL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/61GqAZqjHlL._SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg","Printworks 100 Percent Recycled Multipurpose Paper, 20 Pound, 92 Bright, 8.5 x 11 Inches, 400 sheets (00018), White",$13.89,Enjoy the product.,I tend only to buy 100% recycled paper or tree free paper.I'm I'm constantly switching brands trying to find one that's a good value priced.This one works extremely well has a nice weight to the paper there are no print issues The print does not bleed through to the other side and the paper is white.,Recycled Paper...WHY NOT?!,"THis is a great way to save the environment. The price is a little hefty, but the benefits are great. This seems to be thicker brighter paper that you can not tell from non recycled papers. Why not care for the future? Buy this and save a tree, save a rainforest, and sure, call me a treehugger. I want my children and yours to be able to breath clean air and thank us instead of disowning us!",Great Paper that Saves the Earth,"I always feel bad using paper. Now that PrintWorks sells 100% recyclable paper for a low price, I'm honestly sold. For reference, I use an HP office jet pro 6970 with recycled ink cartridges. The print quality nearly the same as my non-recycled paper (the texture is a bit smoother than I expected). However, the ink still grips incredibly well. Most of my printing is 70% text and 30% pictures/diagrams.Overall, this is a great product for the money. I suggest buying in bulk so you save more!",Awesome Purchase!!!,"Printworks 100% Recycled Multipurpose Paper is a PLUS!!! If you're looking for a certain type, I would definitely recommend getting this one!!! We have shopped at stores like Walmart, Staples, and the other store(that I can't recall) but there's always a different price for the certain paper. I absolutely love the fact that I can get Green Paper from Amazon!!!",Good paper and a good feeling,"It's nice to know the paper is recycled, especially when it's also good quality. It's not a huge win for the environment, but it's a nice touch. We don't print nearly as much as we used to, but it is still necessary in some situations. We will buy this paper again.",1423,141,https://www.amazon.com/dp/B007JJDTFI
B082KHMC2Z,4.7,Bryco Goods,"Our durable 40# brown kraft paper is uncoated, unwaxed and unprinted for superior quality and usability. The paper thickness makes it easy to fold and maneuver to give your custom projects a gorgeous finish. 18 Inches wide and 100 feet long means it will last for a very long time, even on your biggest gifts or projects. Great for kids arts & craft projects, holiday or birthday gift wrapping, table runners, packaging, shipping, painting, protecting floors, walls and furniture.","{'Package Dimensions': '17.6 x 2.83 x 2.83 inches', 'Item Weight': '1.54 pounds', 'Manufacturer': 'Bryco Goods', 'ASIN': 'B082KHMC2Z', 'Item model number': 'BG-KP-R-B-18-100', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Date First Available': '2020-02-15'}",",,Great for Moving; With a total of 1,200 inches of paper roll to work with, you can safely pack your whole house,Thick and Durable Brown Construction Paper Roll; Made with heavy duty paper, this sturdy craft roll can be used as parcel paper and is great protection when shipping,Perfect Art Supplies for Kids; Use these brown craft paper rolls for acrylic and oil paints, chalk, crayon, markers, felt pens, finger painting, water color, tempera and more,Cut it Down to Any Size or Shape for Bulletin Board Paper; With this roll, brown paper is at your disposal and will allow you to cut and slice it as needed,Superior Wrapping Paper; Use it for wrapping your Christmas, birthday or wedding gifts",,"https://m.media-amazon.com/images/I/41mLTTd89+L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51N6nbAhDtL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51WnbLJlp4L._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41eRZ0+D4RL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51F9RqtTPWL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/41FT3owfLuL._AC_UL1500_.jpg,https://m.media-amazon.com/images/I/51eufI8rYhL._AC_UL1500_.jpg","Brown Kraft Paper Roll - 18"" x 1,200"" (100') Made in The USA - Ideal for Packing, Moving, Gift Wrapping, Postal, Shipping, Parcel, Wall Art, Crafts, Bulletin Boards, Floor Covering, Table Runner",$13.97,great wrapping paper for deicate objects,"Nothing to dislike, its very good wrapping paper, plus, I actually bought it for my cat, I got some awesome paper in a chewy box delivery and she loved it, it was worn out, and torn up and so I replace it for her, she loves playing on it, and hiding under it, best cat toy ever.",Perfect for what I needed!,"Great paper! Thinner than I expected, but it was a lot easier to work with that way.",Many uses!,"This has come in more useful then I had originally thought. I bought it to cover some books but have used it to make a banner, wrap presents. I think I’ll always keep a roll handy!",Worked surprisingly well for packing.,Looked smaller than I thought it was going to be and seemed flimsy at first but worked really well for packing material. Held its shape well but was not too rigid. Gives good support without damage to products.,Sturdier means more uses,"This paper is a bit sturdier than I expected - a plus. It is in a tightly wound roll so even with length, it stores in a small place. Among the uses I have in mind, I want to make a pattern for sewing from an item I have. Pins easily go through without tearing paper and pencil Mark's easily erase without tearing or weakening that area of paper. There are many uses I have in mind - bookcovers, background for art and bulletin boards, wrapping boxes to ship as well as patterns. I am sure when this roll is gone, I will get the same thing again.",6660,365,https://www.amazon.com/dp/B082KHMC2Z
